id_imagem,lote,texto_referencia,texto_transcrito
32,10,"Os povos tradicionais não são apenas os indigenas.  existem 26 povos, dentre eles: Pescadores, quebradeiras  de coco, apanhadores de flores, e etc. Eles sobrevivem  da natureza.   Essa população é desvalorizada, pois varios deles  nao e inclusos na sociedade. A grande maioria da po-  pulação não conhece de fato os povos índigenas,  quilombolas, ribeirinhos e suas culturas. A falta de  informação aumenta o preconceito e a desvalorização.   É importante a preservação das terras e tradições  dos povos tradicionais. Os indigenas protegem as flo-  restas e usufruem dela, usam a agua e os alimentos  tambem são descoberto varios medicamentos retirado  de plantas nessas florestas.   É evidente no Brasil a necessidade de valorizar  as comunidades e povos tradicionais. Eles são exem-  plos na preservação do meio ambiente e eles merecem  respeito e ter seus direitos, como: ser incluso na polilica.",Transcrição mockada para 32
33,10,"No contexto atual existem 26 povos tradicionais no Bra-  sil, e muitos outros que ainda não são conhecidos, ou até  mesmo foram esquecidos, mas são extremamente  importante para a sociedade.   Contudo naõ são valorizados o bastante, e muitas  das pessoas julgam sem no mínimo tentar entender a  história desses povo. Os mais conhecidos são os,  pescadores artesanais, quebradeiras de coco-babaçu,  caatingueiros, extrativistas, apanhadores de flores-vivas,  entre outros, todos com culturas e tradições diferen-  tes   Para certas pessoas os povos índigenas são os que  mais sofrem esse tipo de desvalorização e desrespeito.  O índio era como um herói nacional no mundo literal  da 1° geração Romântica, apesar desses históricos eles  sofrem muito.   Portanto, deveríamos entender e sempre buscar solu-  cões para esses tipos de problemas, uma vez que, somos  todos iguais e temos direito de escolher o que gostamos e,  oque nós faz bem.",Transcrição mockada para 33
34,10,"As comunidades e os povos tradicionais no Brasil muito mais nu-  merosos do que se pensa inicialmente, aproximadamente 400 mil. Um dos  maiores desafios para a valorização dos individuos em questão é a  desinformação, pois muitas pessoas não entendem, ou sequer sabem, seus  costumes e sua importância. Por exemplo, se a população brasileira  tivesse conhecimento sobre o que um seringueiro faz e em que isso os afeta,  as pessoas valorizavam mais esse trabalho.   Não saber sobre a história dessas comunidades e desses povos tradi-  cionais também é um grande problema e um desfio, pois não basta  apenas saber o que fazem e para que servem é preciso saber o que os  motivam, como aprenderam, se gostam ou não, ou seja, é preciso que con-  heçam mais sobre eles.   Os comerciais nas televisões ajudariam a trazer visibilidades para  todos os individuos em questão, poderia ser uma história curta sobre al-  gum desses povos ou comunidades.   Nos últimos anos, o Brasil tem enfrentado um povo desafio para a va-  lozização das comunidades e povos tradicionais: O crescimento do  movimento tem sido cada vez mais influente na sociedade brasileira  e tem buscado impor sua visão moral e religiosa sobre as outras  comunidades.",Transcrição mockada para 34
35,10,"A princípio, comuém descatar que a precupação  insuficiente do governo colabora com a questão  Embora a constituação federal garante como  direito a segurança <Rasura> dos brasileiros. os puliticos  devem ser responsaveis pelo o seu povoado  mais isso não é o suficiente para empedir  a violência contra essas minaria assim são  abertas margem, para crime são passado história, em  jornais, TV e etc... ou menos de ensentivarem  a ter respeito, e os povos indianos de <Rasura> ter-  reiro cigano, quilonbano, sigana, indigina, extravis-  ta, pescadore, e ribeirinho. é entre outros foi co-  ncluido eles dão muito valor a sua terra  mão onde são plantados, pescado e são traba-  lhado a sua arte. oque eles tiram oque são  suficiente para viver.   Também logas medidas precisa ser tomadas  para resolver e responsabilizar o ministerio  da educação deve cê promover dos proble-  mas. <Rasura> por concientizar a populaçao desde de  cedo nas escolas sobre a importancia de  valorizar os povos tradicionais no brasil  e no mundo a fora também.",Transcrição mockada para 35
36,10,"Atualmente, no Brasil enfrentamos vários desafios  para saber das legislações, para conseguir diferenciar  povos originários de povos e comunidades tradicio-  nais e conhecer os principais confitos vivenciados  por esses grupos, é o principal desafio para o  fomento da pauta.   Povos e comunidades tradicionais são grupos  culuralmente diferenciados e que se reconhecem  como tais, que possuem formas próprias de orga-  nização social.   A abordagem da temática da valorização dos  povos e comunidades tradicionais nos permite também  refletir sobre a inserção dessas pessoas nos espaços  de produção de conhecimento como as universades,  atuando na produção cientifica sobre a relação  humana com os recursos naturais, refletir sobre a  violência e o esquecimento aos quais são relegados,  e sobre a representação política desses povos a  fim de ampliar o olhar para múltiplas formas de  vida e vivências.",Transcrição mockada para 36
37,10,"os principais problemas que as comunidades indegenas enfre-  ta  são consequência daqueles que venheros ante de nos e  nos dias atuais os problema são. a miseria o alcolismo, o  suicidio a violência inter pessoal.   nos podemos muda devemos <Ilegível> as pessoas ajuda as pessoas  que estão necesitando e ajuda os pesso que estão depreçao não sui-  cidas e a cabar com a violencia interpessoal a jente ter <Rasura>  e Amor as pesso ter convivio bom ajuda pessoas com problemas  sempre nos ajudar tado para um futuro sem decremina  cao e de muita paz",Transcrição mockada para 37
38,10,"POVOS INDIGENAS E POVOS TRADICIONAIS…  Os povos da comunidades tradicionais e indigenas vivem protegendo seus territórios  e seus recursos naturais e são esses territórios e esses conhecimento desses povos que  nos levaram a descobrir e conhecer coisas novas como: Cura de algumas doenças e  remedios, entres outros …  Devemos tambem relembrar a importância que esse povo faz para o meio ambiente,  cuidando da nossa floresta e oque ela tem de melhor sem prejudica-la. A maioria das  pessoas vem desses povos como um povo despeitoso pelo fato deles terem seus costumes  como andar sem roupas e terem costumes peculiares como fazerem rituais que são  (estranhos) para nos.  O modo que eles conseguiam seus alimentos era por meio de caças, Na pesca e na  coleta que eles mesmos plantavam para para se sustentar. Atualmente, existem cerca de  800mil habilitando no território brasileiro que fazem parte de uma grande diversidade de  etnias.  Os povos indigenas tem o direito de manifestar, praticar, desenvolver e ensinar suas  tradições, costumes e cerimonias espirituais e religiosas de manter e proteger seus lugares  religiosos e culturais e de ter acesso a saúde e serviços publicos, além da alimentação do  seu própio jeito.  Uma forma de resolver esses problemas dos indigenas seria o governo desenvolver  uma léi para os povos indigenas, nessa lei eles deveriam ter acesso a escolas em aldeias,  ter hospitais para tratar de doenças mais graves.",Transcrição mockada para 38
39,10,"DIREITOS DOS NATIVOS NOS TEMPOS ATUAIS  Os povos e comunidades tradicionais e indigenas vivem protegendo seus territorios  e seus recursos naturais, e são esses territorios e esses conhecimentos desses povos que  nos levaram a descobrir e conhecer coisas novas como; remedios, cura de algumas  doenças e tambem alguns cosmeticos, entre outros…  Devemos tambem relembrar a importancia que esse povo faz para o meio ambiente,  cuidando da nossa floresta e aproiveitando oque ela tem de melhor sem prejudica-la. A  maioria das pessoas veem esses povos como um povo desrespeitoso pelo simples fato  deles terem seus costumes como andar sem roupas e terem costumes peculiares como  fazerem rituais que são “estranhos” para nos. O modo que eles conseguiam seus alimentos  era por meio da caça, na pesca e na coleta que eles mesmos plantavam para se sustentar.  Atualmente, existem cerca de 800 mil indigenas habitando o territorio brasileiro que fazem  parte de uma grande diversidade de etnias.  Os povos indigenas tem o direito de manifestar, praticar, desenvolver e ensinar suas  tradições, costumes e cerimonias espirituais e religiosas de manter e proteger seus lugares  religiosos e culturais e de ter acesso a estes de forma privada de utilizar e dispor de seus  objetivos deculto.  Alem de desafios territoriais, os indigenas enfrentam tambem, ainda nos dias de  hoje, problemas como racismo, preconceito, violação aos direitos das mulheres indigenas,  falta de saneamento basico, falta de acesso a saude e serviços publicos, alem da  alimentação escassa e pobre em nutrientes.  Para que os indígenas tenham uma vida digna, uma forma de resolver esses  problemas dos indigenas seria o governo desenvolver uma lei em prol dos indigenas, nessa  lei eles deveriam ter acesso a escolas em aldeias, ter hospitais para tratar de doenças mais  graves, e deveriam ter acesso (por vontade propria) de ir ao medico, de conseguirem um  emprego digno.",Transcrição mockada para 39
4,10,"Os indigenais e os quilombolas eles eram um dos primeiros  que passavam por cabeça, e ainda existiam no minimo 25  reconhecidos e outros que não foram incluidos.   Eles eram pescadores de artesanais, quebradura ao coco  e ele tinham 3 ou mais apanhadores de flores e extravistas  e etc. todos eles foram considerados pela cultura diferenciadas,  capaz de reconhecer a si.   O ministerio tinha desenvolvimento ao presidente tnha  a comissão Nacional de seu desenvolvimento, eles também  tinha trabalhos por direito, também foi criada por busca de  seus reconhecimentos por parte do estado.   Os povos indigenais e os povos brasileiros e população, defesa  também da Amazônica e ao mundo que vai debater 3 crises  por ela, e os viventes da terra.   Eles não compaquitaram também com qualquer tentativas,  tinham logicas por mercado por legislaçao que não tinham  conduzido por termanos.   Eles também",Transcrição mockada para 4
40,10,"Desafios para a valorização de comunidades e povos tradicionais no Brasil  Nos dias de hoje temos diversos problemas ambientais, tais como; aquecimento  global, descarte irregular de resíduos, desmatamentos, queimadas, entre outros. Esses  problemas não só acontecem no Brasil como em todo mundo, essas irregularidades  causam diversos problemas para o nosso ecossistema, fazendo com que futuramente não  haja recursos suficientes para as novas gerações.  Existem diversos povos e sociedades tradicionais e nativas que tem um modo de  vida economicamente mais sustentável. Eles vêem a natureza como uma mãe, na qual  usufruem do ambiente, utilizando o que precisam para viver bem, respeitando o tempo da  natureza.  Pela preservação desses povos e suas culturas, foi criada por meio do Decreto  n°6.040, de 7 de fevereiro de 2017 a Comissão Nacional de Desenvolvimento Sustentável  dos Povos e Comunidades Tradicionais. Esses povos podem ser de grande importância  para uma nova economia mais sustentável, por terem mais experiências, conhecimentos e  conexões com a natureza.  Diante do que foi exposto, será necessário que haja mais solidariedade social sobre  o tema, não só sobre os povos tradicionais que preservam uma grande parte da nossa  natureza, mas também sobre a sociedade e sua convivência com a natureza. Para maior  valorização e preservação desses povos e suas culturas, o governo deverá atuar voltado ao  bem estar desses povos, tendo leis mais rígidas sobre invasões e desmatamentos, ter  organizações específicas para acolher essas pessoas e dar mais espaço de voz a esses  povos, entretanto, o governo tem que dar exemplo para a nossa sociedade sobre a  importância desses povos e a preservação ambiental, fazendo isso as consequências serão  as melhores possíveis, tanto na climatização, quanto nas informações e no bem estar de  todos.",Transcrição mockada para 40
41,10,"Ha vários povos tradicionais como os indigenas, eles vivem em habitaçoes coletiva.  Compartilhando ocas ou malocas feitas geralmente de madeiras palha. esses lugares não  possuem divisoes e geralmente abrigam várias familias. A maioria deles vivem no norte e  nordeste.  Os indígenas vivem em tribos e sobrevivem por meio do cultivo de alimentos bem  como as própria caça e pesca. E na coleta acrescida da agricultura de algumas plantas,  como a mandioca.  A maioria desses povos vive em situaçao de muita pobreza tem dificudade de  conseguir emprego e a principal renda vem do atersanato.  Os motivos pelos os quais devemos valoriza-los é porque é de la que vem os  remédios feito de ervas medicinais. Nao e o nosso papel julgar o modo de vida e sim  respeitar a cultura, respeitar os direitos humanos da populaçao indigina e valorizar a historia  do nosso pais.  A valorizaçao do patrimônio histórico cultural e valorização da identidade que molda  as pessoas, por isso preservar as paisagens, as obras de arte as festas populares, a  culinaria ou qualquer outro elemento cultural de um povo, e manter a identidade desse  povo.  A  cultura esta relacionada diretamente a geraçao do conhecimento e ao exercicio  do pensamento, que sao valores essencias para o desenvolvimento da sociedade. Assim a  cultura  e  importante  na  formaçao  pessoal,  moral  e  intectual  do  individuo  e  no  desenvolvimento da sua capacidade de relacionar-se com o proximo.  Estudar sobre a cultura indigena e uma excelente forma de observar varios povos e  grupos étnicos diferentes, bem como as tradiçoes de cada um e suas visoes sobre o  mundo.  Porem e muito comum que ao falar sobre os indigenas, eles sejam retratados como  um povo unico.  a valorizaçao dos povos indigenas desde da pre-escolas enriquece a visao das  familias trazendo debates sobre preservaçao ambiental, cultura, educaçao valores e  respeito as diferenças.  tambem e importante que os professores, na escola, resgatem a historia dos  primeiros habitantes do territorio brasileiro, que muito contribuiram para a cultura tradiconal  por meio de aulas sobre esse assunto, pois sao de suma importancia na formaçao da  sociedade brasileira e o coraçao e o contato com esses povos pode gerar um resgate do  conhecimento que detem.  alem  disso  reafirmar a herança cultural indigena dessas regioes de menor  predominio e relevante para reduzir os impactos negativos sobre essas comunidades.cabe  destacar",Transcrição mockada para 41
5,10,"Essas Pessoas consideram a terra como uma mãe. E  não são só indigenas ou quilombolas, eles são: pescadores  artesãos, quebradores de coco, entre outros.   Esses povos tem uma relação de reciprocidade com a  natureza. Todos eles são culturalmente diferenciados. A  natureza o ferece alimento um lugar saudavel para habi-  tar. E em troca eles cuidam da natureza, e além de cuida,  tiram apenas o suficiente para viverem bem e resputam  o tempo <Rasura> de regeneração dela.   Mais as pessoas encaram eles com ansias e descriminação  por suas culturas e comunidades. Pessas resputam eles  muitos ainda agem com preconceito.   E por esses povos não terem apoio do Governo fazem  protesto e manifestações e por estas ações são julgados.  <Rasura> esses povos doenças como covid19 são muito  perigosas e como são uma população vuneravel eles  correm mais riscos.   Com apoio e recursos nesseçarios tudo pode se  resolver e escutar e observar a principais carências e  nessecidades desses povos fazendo assim o vanço  que o <Rasura> tanto nessecita!",Transcrição mockada para 5
6,10,"É evidente no Brasil a necessidade de valorizar as comu-  nidades e Povos Tradicionais, quilombolas são exemplos na  Preservação do meio ambiente, umas falhas do Governamental  e a lacuna informacional que impede que o desafio seja supera-  do.   Assim, a carência de Penalizardes mais firmes abre margem.  Para crimes ocorrerem, o ministerio do desenvolvimento social  seja responsavel por politicas para os Povos Tradicionais, isso  não é o suficiente para impedir a reislência contra essas mino-  rias.   As emissoras de TV formenta o Preconceito e ao inves de  inceitivar respeito em novelas e series e mostrar histórias  como a da Dandara dos Palmares, exibe folhetos como Uga-uga  que reforça as horriveis penas contra os indigenas.   As medidas precisan ser tomadas Para rosolver o Problema  o ministerio da educaçaõ deve se responsabilizar por consci-  entizar a população desde de cedo nas escolas sobre a impor-  tância de realizar os povos tradicionais, os Governadores deve-  riam colocar Palestras informando sobre esse Grande assunto  e importante para a sociedade brasileira.",Transcrição mockada para 6
7,10,"A questão da desvalorização de comunidades e povos tra-  dicionais no Brasil é um assunto muito importantes  para que possamos entender que existem mais povos  além dos indígenas e os quilombolas que também são  importantes para nossa cultura e País.   O território para esses povos tem o valor simbó-  lico por conta de acontecimentos hitóricos e de algun-  s ancestrais, mas com muita Frequência esses ter-  ritórios são invadidos e desvalorizados para tomar as  terras ameaçarem e acabar com a cultura deles.   A maioria da população não tem conhecimento  sobre os povos indígenas, quilombolas e ribeirin-  hos e as suas culturas por isso o preconceito só  aumenta por acreditar em tudo que vê e escuta.   Algumas medidas precisam ser tomadas a  educação tem que começar em casa, nas escolas  para começar a concientizar boa parte da popula-  ção para que possam valorizar as diversas catego-  rias de comunidades e que seja passada de geração  em geração para acabar com o preconceito de  uma vez por todas.",Transcrição mockada para 7
8,10,"As comunidades e povos originários brasileiros sofrem com a vul-  nerabilidade e falta de reconhecimento do país. A colonização do  Brasil ajudou na extinção da sociedade indígena, em relação  as doenças trazidas pelos invasores.   O desmatamento em terras indígenas vem aumentando nos últimos  anos, colando em risco regiões ocupadas pelas comunidades indí-  genas. O garimpo ilegal causa assoreamento dos rios, erosão do so-  lo e destruição de habitats naturais. Dentro das terras indíge-  nas Munduruku e Sai cinza, no Pará, havia sido destrui do  632 quilômetros do rios em cinco anos, segundo o levanta-  mento do Greenpeace.   Os garimpeiros também levam doenças para as aldeias tra-  dicionais, doenças com as quaís as pessoas não estavam acos-  tumadas ou mesmo não tinha imunidade, aumentando os indíces  de mortes. A covid-19 representou uma aterrorização para as  comunidades indígenas, que são mais vulneráveis que os demais  brasileiros.   Portanto, faz-se necessário que o estado, através de parce-  rias entre as esferas federais, estaduais e municipios, democra-  tize a retirada novamente do garimpo ilegal de territórios  de ocupação indígena, se o apoio necessário do estado essas  comunidades sofreram mais uma vez a destruição dos  seus simbolos culturais a etnocídio.",Transcrição mockada para 8
9,10,"As comunidades e povos tradicionais ocupam territórios  que estão sendo ameaçados pelo setor agropecuário, pelo ga-  rimpo e pelo desmatamento. Esses povos, ao contrário, contri-  buem para a conservação das biodiversidades e preservação desses  locais.   O garimpo é a maior ameaça para os povos indígenas,  a presença dos garimpeiros nesses territórios modifica esses  ambientes, afugentando os peixes e outros animais que essas co-  munidades se alimentam.   Os garimpeiros levam doenças para as comunidades, como  o coronavírus, de acordo com o site brasil. elpais. com a doença  causou mortes em aldeias. Esses povos são mais vulneráveis a essa  doença pois é mais complicado para eles irem aos hospitais para  se tratarem.   O desmatamento é causado tanto por garimpeiros quanto por  fazendeiros, eles desmatam para poder ter criações de gado e  geralmente eles acabam invadindo as terras indígenas e essas  invasões causam brigas e mortes or território.   Logo vemos que diariamente esses povos sofrem ataqus  por conta de terras, mesmo que essas comunidades lutem por  justiça não irá adiatar se não tiverem o apoio do go-  verno.",Transcrição mockada para 9
1,11,"No mundo temos varios problemas ambientais como: o aquecimento global, a poluiçao  atmosférica, hídrica e dos solos, o desmatamento, queimas, desertificação e a perda da  biodiversidade. O aquecimento global causa problemas como a seca, e em regioes que a  seca ja é presente piora ainda mais, e tem um grande risco de mais secas agricolas,  dificultando as plantações.  Os povos tem muito a nos ensinar em como ter uma vida melhor e um mundo no qual  podemos viver. Eles tem conhecimentos como desenvolver maneiras agricolas adaptadas a  cada solo existente no mundo, esses povos sempre fazem uso de recursos naturais.  Eles sabem como ultilizar a natureza sem destrui-la, sem causar danos ao meio  ambiente. E isso é uma coisa que o mundo precisa aprender, para no futuro ter um lugar  para se morar, um lugar bom, aonde exista recursos naturais, naturezas (cuidar mais dela).  Há algumas maneiras para podermos melhorar a conexão com esses povos, como a  partir de conversas, poderiam tambem ter uma iniciativa nas escolas para que as criança ja  aprendessem a como deveriamos lidar com essa situação, em como poderiamos ajudar a  melhorar o nosso ambiente para que podermos viver bem e melhor, e aprender com esses  povos também, pois seria uma proposta interessante.",Transcrição mockada para 1
10,11,"POVOS TRADICIONAIS– EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C  Redação 04: Kayke Ernesto da Silva No Brasil, existem muitos povos tradicionais e comunidades brasileiras, tantos que, muita gente não sabe. Alguns povos são bem conhecidos como, povos indígenas e quilombolas, existem de 26 povos que são reconhecidos oficialmente, mas tem alguns outros que ainda não foram incluídos na legislação, e isso e um problema de valorização desses povos e comunidades, e ate uma falta de respeito com eles, por que eles são uma parte do que representa o Brasil da visão vinda de fora do país. Quando o Brasil começar a valorizar mais as comunidades e povos tradicionais, ele poderia ganhar o titulo de ""Brasil da Cultura"", por que de tantas coisas culturais e tradicionais, ele receberia de braços abertos os festivais culturais e movimentos artístico. O Ministério do Desenvolvimento Social (MDS) preside, desde 2007, a Comissão Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais (CNPCT), criada em 2006.Fruto dos trabalhos da CNPCT, foi instituída, por meio do Decreto nº 6.040, de 7 de fevereiro de 2017, a Política Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais (PNPCT). Embora que, o Brasil não valorizasse tanto a cultura dos povos e comunidades tradicionais, isso talvez se deve ao fato de que, o Governo Federal não lucrasse tanto em cima de movimentos culturais, fatos históricos, propaganda de preservação da natureza ou festivais. O Governo Federal só daria valor a aqueles que são mais conhecidos e pedidos pelas pessoas. Sendo assim, o Brasil tem o dever de aproveitar toda a cultura dos povos e comunidades tradicionais, por que assim, não só ajuda na preservação da cultura, como também, lembram as pessoas das culturas antigas e ajuda na salvação das tradições, enriquecendo ainda mais oque já foi criado e realizado.",Transcrição mockada para 10
11,11,"POVOS TRADICIONAIS– EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C  Redação 05: Kawan Gabriel Martins da Silva Os povos indígenas são os habitantes originários do território brasileiro e estavam presentes aqui antes da chegada dos europeus, no final do século XV. Existe uma grande diversidade de povos indígenas no Brasil, e a população de índios, segundo critérios do Censo de 2010, é de aproximadamente 817 mil povos Quando estamos falando de índios, estamos falando de um grupo de pessoas reconhecidas como os primeiros habitantes do Brasil. Os índios são os seres humanos que se estabeleceram no território nacional há milênios e estavam aqui quando os portugueses chegaram, em 1500 Como mencionado, o Censo de 2010 apontou para o fato de que 817 mil índios vivem no Brasil, sendo eles originários de mais de 300 etnias. Os povos indígenas do Brasil são catalogados dentro de quatro grandes troncos étnicos, que são: aruak, karib, macro-jê e tupi. É importante mencionar que nem todos os povos indígenas do Brasil podem ser classificados dessa forma A diversidade dos povos indígenas significa que cada povo desse pode ter um idioma diferente, assim como formas distintas de organizar-se socialmente, politicamente, economicamente, além de ter tradições e crenças religiosas diferentes. O contrário também pode acontecer, havendo pontos em comum entre eles. Desde a promulgação da Constituição de 1988, os indígenas têm direito à demarcação de suas terras, sendo que a obrigação dessa demarcação é do Estado brasileiro, tendo de ser realizada em diálogo com os índios. Entretanto, muitos povos indígenas ainda não tiveram seus direitos respeitados pelo Estado brasileiro e não tiveram suas terras demarcadas. Mesmo os índios que o tiveram, como os ianomâmis, sofrem bastante. Isso porque é bastante comum que as terras ianomâmis sejam invadidas por garimpeiros e madeireiros, grupos que procuram explorar irregularmente os recursos daquelas terras.",Transcrição mockada para 11
12,11,"POVOS TRADICIONAIS– EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C  Redação 06: Kaio vitor dos Santos e MARIA JOSÉ É evidente no Brasil a necessidade de valorizar as comunidades e povos tradicionais, entre eles ribeirinhos, quilombolas, entre outros. Eles são exemplos na preservação do meio ambiente, assim como retrata o filme brasileiro Tainá, a menina indígena que vive na Amazônia e sente orgulho da sua origem. Dessa forma, o comprometimento falho governamental e a lacuna informacional impedem que o desafio seja superado. A princípio, convém destacar que a preocupação insuficiente do Governo colabora com a questão. Embora a Constituição Federal garanta como direito a segurança dos brasileiros e o Ministério do Desenvolvimento Social seja responsável por políticas para os povos tradicionais, isso não é o suficiente para impedir a violência contra essas minorias. Assim, a carência de penalizardes mais firmes abre margem para crimes ocorrerem, como o assassinato ao grupo Yanomami realizado por garimpeiros ilegais que não foram devidamente punidos. Além disso, a omissão de informações, principalmente por parte do meio midiático, fomenta o preconceito. A mídia - através da TV e de streaming - ao invés de incentivar o respeito em novelas e séries e mostrar histórias como a de Dandara dos Palmares (quilombola que lutou contra opressão e é colocada na sombra do marido), exibe folhetins como Uga Uga, que reforça o estereótipo ridicularizando o indígena Tatuapú que enfrenta desafios na cidade grande. Nesse contexto, a escolha do humor para retratar o tema deixa explícito o retrocesso no enfrentamento do entrave. Logo, medidas precisam ser tomadas para resolver o problema. O Ministério da Educação deve se responsabilizar por conscientizar a população desde cedo nas escolas sobre a importância de valorizar os povos tradicionais. Isso será realizado por meio de palestras extracurriculares nos fins de semana (para os responsáveis participarem) a fim de alterar o pensamento da sociedade sobre a questão. Então o tema não será marginalizado e o desafio poderá ser superado, aproximando-se do objetivo.",Transcrição mockada para 12
13,11,"POVOS TRADICIONAIS– EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C  Redação 07: Ellaynne vytorya dos santos da silva A valorização das comunidades e povos tradicionais é um desafio constante, pois esses grupos enfrentam diversas barreiras para a preservação e valorização de suas culturas e tradições. A falta de políticas públicas eficazes, desvalorização social, no documentário ''falas da terra ''disponível no youtube podemos ver muitos casos um deles é a invasão de território onde vemos que vários povos tradicionais sofrem com isso. Umas das principais barreiras para a valorização das comunidades e povo tradicionais é a falta de políticas eficazes, muitas vezes, esses grupos são afetados por projetos de desenvolvimento econômico que não levam em conta suas necessidades e interesses, o que pode resultar em deslocamentos forçados e perda de territórios. No documentário "" falas da terra '' disponível no youtube podemos ver casos onde se destaca o problema de invasão de território, cada vez mais agravante, isso ocorre para bens financeiros e econômicos, dessa forma, quando não á acordo eles invadem esses espaço, como o caso de cacique marcos verón, onde atearam fojo em sua casa, tudo isso acontece para desenvolvimento de prédios e empresas, dessa maneira existe cada vez menos demarcação de território. Para a valorização as comunidades e povos tradicionais, é essencial que sejam implementados políticas públicas eficazes que garantam respeito e proteção de suas culturas e tradições, com a colaboração do governo federal desenvolver meios de segurança aos territórios, ajudando a obter cada vez mais demarcação das comunidade e povos tradicionais, assim expandindo cada vez mais esses povos, suas culturas e tradições.",Transcrição mockada para 13
14,11,"POVOS TRADICIONAIS– EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C  Redação 08:  Arthur Gabriel Rocha Nascimento da Silva   No Brasil os povos tradicionais são pouco valorizado, isso e bastante prejudicial para nossa população, pois sã eles que cuida da maioria da parte das florestas, e os homens vao la e mata eles para ter posse do terreno para poder desmatar ilegalmente. Quando se fala de povos tradicionais logo se pensa em quilombolas e indígenas, 26 reconhecidos oficialmente e muitos outros que ainda não foram incluídos na legislação. Para esses povos a natureza e como se fosse a casa deles, ela da oque eles precisa e eles cuida dela tirando dela só suficiente, fazendo com que ela continue bem e eles também. Já para os Homens não é assim, pois eles não quer saber da natureza nem dos povos tradicionais, e com isso gera muitos Genocidíos ( ato de exterminação sistemática de um grupo étnico ), isso não e importante para nenhum dos lados, mas quem sofre mais com isso são os povos tradicionais.  Na minha minha opinião, essa guerra e essa exclusão não e bom pra ninguém, pois os povos tradicionais precisam disso para sobreviver e eles ao muito importante para nos só que muitos deles são excluídos sem direitos de se expressar ou trazer suas tradições.",Transcrição mockada para 14
15,11,"POVOS TRADICIONAIS– EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C  Redação 09: Henrique Silva Caldeira  No documentário ""Falas da Terra"" produzido pela Globo, disponível no YouTube, mostra a pluralidade do povo indígena que deu origem e originalidade ao Brasil e a sua luta para existirem e se manterem de pé. Desde a chegada dos europeus ao território brasileiro, os indígenas foram discriminados, explorados e submetidos ao esquecimento do seu próprio povo. Entretanto, essa luta não é apenas do povo indígena, também é de todos os povos e comunidades tradicionais brasileiros.  De acordo com Boaventura de Sousa Santos, sociólogo português conhecido por seu trabalho em teoria crítica e justiça global, os povos tradicionais enfrentam desafios únicos e são frequentemente marginalizados e explorados em nome do desenvolvimento econômico e da modernização. Em virtude disso, é preciso repensar as práticas de desenvolvimento adotadas no Brasil, que muitas vezes ignoram os direitos e a cultura das comunidades tradicionais. Nesse sentido, a preservação das terras e culturas dos povos tradicionais brasileiros é um tema que precisa ser considerado ao se discutir o desenvolvimento do país.  A letra da música ""Que País É Este"" da banda Legião Urbana, ao denunciar a possibilidade de venda das almas dos índios em um leilão, traz à tona a questão da exploração dos povos indígenas no Brasil. Esse problema está diretamente relacionado à ausência de políticas públicas efetivas para a proteção e valorização desses povos, o que fere os direitos humanos e a dignidade dessas comunidades. Ademais, a letra da música destaca que o Brasil só ficará rico ao vender as almas dos índios, o que demonstra a visão capitalista e exploratória sobre a natureza e seus recursos naturais. Nesse sentido, a preservação das terras e das culturas dos povos tradicionais brasileiros é fundamental para garantir a sustentabilidade do país e a diversidade cultural. Ao refletir sobre a situação dos povos indígenas no Brasil, a música ""Que País É Este"" promove uma crítica social contundente e nos leva a repensar o modelo de desenvolvimento adotado pelo país. Diante do exposto, é necessário que o governo federal adote políticas públicas que garantam a preservação das terras e culturas dos povos indígenas e demais comunidades tradicionais brasileiras. Essas políticas devem ser implementadas em conjunto com esses povos, respeitando suas tradições e conhecimentos ancestrais, para garantir a proteção de seus territórios e a valorização de suas culturas. Além disso, é importante que a sociedade brasileira como um todo se conscientize sobre a importância da preservação da diversidade cultural e da natureza, reconhecendo a importância dos povos tradicionais como agentes fundamentais para a construção de um país mais justo e sustentável. Somente assim, poderemos superar as desigualdades e injustiças históricas e construir um Brasil verdadeiramente democrático e plural.",Transcrição mockada para 15
